編號,原文,臺灣用語,大陸用語,其他用語,
1,fable,fable語言,,,
2,fabricated item,加工項,,,
3,fabricated language,加工語言,,,
4,fabricated part,加工零件,,,
5,fabricate-to-stock,存量式加工,,,
6,fabrication,加工,,,
7,fabrication order,加工命令,,,
8,face,面,,,
9,face bold,粗體,,,
10,face bond,面接法,,,
11,face bonding material,面接合材料,,,
12,face bonding technique,面焊技術,,,
13,face card,卡面,,,
14,face change character,字型改變字元,,,
15,face character nonimpact printing technique,面字元非撞擊列印技術,,,
16,face chip,面晶片,,,
17,face chromatic number,面色數,,,
18,face classification,面貌分類法,,,
19,face colorable plane,面著色平面,,,
20,face coloring,面著色,,,
21,face down bonding,倒裝焊接,,,
22,face down feed,俯饋,,,
23,face in frame,框架側面,,,
24,face inner,內面,,,
25,face outer,外面,,,
26,face shield,面屏蔽,,,
27,face structure,面結構,,,
28,face time,會面時間,會面時間 ,,
29,face-based representation,以面為主的表示,基于面的表示 ,,
30,face-down bonding,倒裝焊接,倒焊 ,,
31,facet,小平面,刻面 ,,
32,facet analysis,小平面分析,,,
33,facet keyed element,側面關鍵字元素,,,
34,facet name,小平面名,,,
35,faceted classification,分面分類,逐面分類法 ,,
36,face-up bonding,正焊法,,,
37,face-up feed,仰饋,,,
38,facilitation agent,設施代理,設施主體 ,,
39,facility,設施；設備,設施 ,,
40,facility allocation,設施分配,設施分配 ,,
41,facility assignment,設施指定,,,
42,facility comparison,設施比較,,,
43,facility control form	,設施控制表格,,,
44,facility control	,設施控制,,,
45,facility control/power management	,設施控制／電源管理,,,
46,facility data report	,設施資料報表,,,
47,facility design criteria document	,設施設計準則文件,,,
48,facility field,設施欄,,,
49,facility for automatic sorting and testing	,自動分類與測試設施,,,
50,facility gauge	,設施線規,,,
51,facility inventory,設施庫存,,,
52,facility library,設施程式館,,,
53,facility management,設施管理,設施管理 ,,
54,facility management reporting	,設施管理報告,,,
55,facility management	,設施管理,,,
56,facility power monitor	,設施功率監視器,,,
57,facility record,設施記錄,,,
58,facility request,設施請求,設施請求 ,,
59,facility utilization,設施利用,,,
60,facility work order,設施工作次序,,,
61,FACOM automatic symbolic program,FACOM自動符號程式,,,
62,facom-hitac limited	,富士通－日立有限公司,,,
63,facsimile amplitude modulation mode	,傳真調幅模式；傳真調幅方式,,,
64,facsimile apparatus,傳真儀器,,,
65,facsimile baseband,傳真基頻帶,,,
66,facsimile character generation,傳真字元產生,,,
67,facsimile communications system	,傳真通信系統；傳真通訊系統,,,
68,facsimile converter,傳真轉換器,,,
69,facsimile copy,傳真複製,,,
70,facsimile density,傳真密度,,,
71,facsimile equipment,傳真設備,,,
72,facsimile mail,傳真郵件,,,
73,facsimile modulation,傳真調變,,,
74,facsimile network,傳真網路,,,
75,facsimile posting,傳真告示,,,
76,facsimile printer,傳真列印機,,,
77,facsimile receiver,傳真接收機,,,
78,facsimile receiving converter,傳真接收轉換器,,,
79,facsimile recorder,傳真記錄器,,,
80,facsimile recording,傳真記錄,,,
81,facsimile reporting code,傳真報告密碼,,,
82,facsimile service,傳真服務,,,
83,facsimile signal,傳真信號,,,
84,facsimile signal converter,傳真信號轉換器,,,
85,facsimile signal level,傳真信號位準,,,
86,facsimile signal simulator,傳真信號模擬器,,,
87,facsimile switching,傳真交換,,,
88,facsimile switching unit	,傳真交換裝置,,,
89,facsimile synchronizing,傳真同步,,,
90,facsimile system	,傳真系統,,,
91,facsimile telegram,傳真電報,,,
92,facsimile telegraph,傳真電報,,,
93,facsimile telegraphy,傳真電報,,,
94,facsimile transmission,傳真傳輸,,,
95,facsimile transmission system	,傳真傳輸系統,,,
96,facsimile transmitter,傳真傳輸器,,,
97,facsimile transmitting converter,傳真傳輸轉換器,,,
98,facsimile	,傳真,,,
99,fact,事實,事實 ,,
100,fact answer database,事實叵答資料庫,,,
101,fact bank,事實記憶庫,,,
102,fact base,事實庫,事實庫 ,,
103,fact based data analysis,基於事實資料分析,,,
104,fact checking function,事實檢查函數,,,
105,fact correlation,事實關聯性,,,
106,fact database,事實資料庫,,,
107,fact expression,事實表式,,,
108,fact file,事實檔案,,,
109,fact node,事實節點,,,
110,fact object,事實物件,,,
111,fact retrieval,事實檢索,,,
112,factor,因子；因式；因數,,,
113,factor affecting efficiency,影響效率因子,,,
114,factor allocation,因子分配,,,
115,factor analysis,因子分析,,,
116,factor clause,因子子句,,,
117,factor experimental,實驗因子,,,
118,factor groupoid,因子廣義群,,,
119,factor of cooperation,合作因數,,,
120,factor out,析出因數,,,
121,factor scale,因子標度,,,
122,factor set,因子集,,,
123,factor syntax,因子語法,,,
124,factor total,因子總計,,,
125,factorable graph,因子分解圖,,,
126,factorial,階乘,,,
127,factorial design,階乘設計,,,
128,factorial experiment design,階乘實驗設計,,,
129,factorial function,階乘函數；階乘功能,,,
130,factorial operator,階乘運算子,,,
131,factorial power,階乘羃,,,
132,factorial sign,階乘記號,,,
133,factoring,因子分解,,,
134,factoring file specification,因子分解檔案規格,,,
135,factoring method,因子分解法,因子分解法 ,,
136,factoring of attributes,屬性因子分解,,,
137,factorization,因式分解；分解,,,
138,factorization into prime numbers,分解成質因數,,,
139,factorization of repairs,修復因子分解,,,
140,factorization of transformation,變換因子分解,,,
141,factorization technique,因式分解技術,,,
142,factorization theorem,因式分解定理,,,
143,factory automation	,工廠自動化,,,
144,factory data collection system,工廠資料收集系統,,,
145,factory engineer,工廠工程師,,,
146,factory feed back and reports,工廠回饋和報告,,,
147,factory testing,工廠測試,,,
148,factual compiler	,實質編譯器,,,
149,facula,光斑,,,
150,fade,衰落,,,
151,fade area,衰落區,,,
152,fade chart,衰落圖,,,
153,fade down	,下衰落,,,
154,fade failsafe facility,衰落故障安全設施,,,
155,fade indicator,衰落指示器,,,
156,fade zone,衰落區域,,,
157,fade-in,淡入,淡入 ,,
158,fade-out,淡出,淡出 ,,
159,fading,衰落,,,
160,fading depth,衰落深度,,,
161,fading effect,衰落效應,,,
162,fading flat,等比衰落,,,
163,fading margin,衰落容限,,,
164,fading memory filter,記憶體衰落篩選程式,,,
165,fading period,衰落週期,,,
166,fading range,衰落範圍,,,
167,fading region,衰落區域,,,
168,fading rise,衰落上升,,,
169,fading selective,選擇衰落,,,
170,fading signal,衰落信號,,,
171,fail,失效,故障 ,,
172,fail address,失效位址,,,
173,fail category,故障種類,,,
174,fail data,失效資料,,,
175,fail links,故障鏈,,,
176,fail mask mode,失效遮罩模,,,
177,fail memory,失效記憶體,,,
178,fail safe,失效仍安全；故障安全,故障保險 ,,
179,fail silent,故障沉默,故障沉默 ,,
180,fail-all fault simulation,全故障模擬,,,
181,fail-frost,故障凍結,故障凍結 ,,
182,failing unit,故障的裝置,,,
183,fail-over,故障復原,故障切換 ,,
184,failsafe,失效仍安全；故障安全,,,
185,fail-safe,失效仍安全；故障安全,故障安全, *故障無礙 ,,
186,failsafe control,故障安全控制,,,
187,failsafe facility,故障安全設施,,,
188,failsafe nature,故障安全本質,,,
189,failsafe operation,故障安全作業；失敗安全運作,,,
190,failsafe program,故障安全程式,,,
191,failsafe system,故障安全系統,,,
192,fail-safety,故障保險,,,
193,fail-soft,故障弱化,故障弱化 ,,
194,fail-soft behavior,故障弱化行為,,,
195,fail-soft capability,故障弱化能力,故障弱化能力 ,,
196,fail-soft function,故障弱化功能,,,
197,fail-soft logic,故障弱化邏輯,故障弱化邏輯 ,,
198,fail-soft mode,故障弱化模式,,,
199,fail-soft operation,故障弱化作業,,,
200,fail-soft system,故障弱化系統,,,
201,fail-stop failure,故障停止失效,故障停止失效 ,,
202,fail-store mode,故障儲存態,,,
203,fail-timer,失效計時器,,,
204,failure,故障,失效, *失敗 ,,
205,failure access,故障存取,故障訪問 ,,
206,failure analysis,故障分析；故障,,,
207,failure analysis information retrieval	,故障分析資訊檢索,,,
208,failure analysis program	,故障分析程式,,,
209,failure analysis report	,故障分析報告,,,
210,failure bit,故障位元,,,
211,failure catastrophic,故障災難,,,
212,failure category,故障種類,失效類別 ,,
213,failure cause data report	,故障原因資料報告,,,
214,failure control,故障控制,故障控制 ,,
215,failure count,故障計數,,,
216,failure data,故障資料,失效數據 ,,
217,failure data calculation,故障資料計算,,,
218,failure detection,故障檢測,失效檢測 ,,
219,failure diagnostic time,故障診斷時間,,,
220,failure distribution,故障分佈,失效分布 ,,
221,failure driven learning,故障驅動,,,
222,failure equipment,故障設備,,,
223,failure exception,故障異常,,,
224,failure exception mode,故障例外模式,,,
225,failure free operation,無故障作業,無故障運行, *正常運行 ,,
226,failure frequency function,故障頻率函數,,,
227,failure function,故障功能,,,
228,failure handler,故障處置器,,,
229,failure identification,故障識別,,,
230,failure incipient,故障早期,,,
231,failure induced,故障感應,,,
232,failure level,故障等級,,,
233,failure logging,故障登錄,故障記錄 ,,
234,failure mode,故障模式,,,
235,failure mode effect analysis	,故障模式效應分析,,,
236,failure mode effect and criticality analysis,故障模式影響與嚴重性分析,失效模式效應與危害度分析 ,,
237,failure modes and mechanisms,模態與機制,,,
238,failure node,故障節點,失效節點 ,,
239,failure notification sheet,故障通知單,,,
240,failure or inadequacy report,故障或不合適報告,,,
241,failure predication,故障預測,,,
242,failure prediction,故障預測,失效預測 ,,
243,failure probability analysis,故障機率分析；故障概率分析,,,
244,failure rare,故障率,,,
245,failure rate,故障率,失效率 ,,
246,failure rate data,故障率資料,,,
247,failure rate model,故障率模式,,,
248,failure ratio,故障比率,失效比 ,,
249,failure record,故障記錄,,,
250,failure recovery,故障恢復,失效恢復 ,,
251,failure report,故障報告,,,
252,failure state,故障狀態,,,
253,failure testing,故障測試,失效測試 ,,
254,failure tolerant parallel programming,故障容許平行程式設計,,,
255,failure tree analysis,故障樹分析,,,
256,failure warning and analysis system	,故障警告和分析系統,,,
257,fair and impartial random selection	,公平合理的隨機選擇,,,
258,fair market value	,合理市場價值,,,
259,fair net,公平網,公平網 ,,
260,fair reachability graphs,平達圖,,,
261,fair share policy,公平分享政策,,,
262,Fairchild integrated real-time executive	,仙童公司綜合執行程序,,,
263,Fairchild software development system	,仙童軟體開發系統,,,
264,fairness,公平性,公平性 ,,
265,fairness doctrine,公正准則,,,
266,faithfulness,忠實性,,,
267,fake code,偽碼,,,
268,fake host,偽主機,,,
269,fake host communication,偽主機通信,,,
270,fake sector,偽扇區,虛假扇區 ,,
271,fall back,後降；備用；退步運行,,,
272,fall back mode,後降模式,,,
273,fall back procedure,後降程序,,,
274,fall back recover,後降恢復,,,
275,fall back recovery,後降恢復,,,
276,fall back state,後降狀態,,,
277,fall in,進入同步,,,
278,fall joint computer conference	,秋季聯合計算機會議,,,
279,fall out of step,失去同步,,,
280,fall out ratio,錯檢率,,,
281,fall time,下降時間,下降時間 ,,
282,fallacious derivation,謬誤推理,,,
283,fallback circuit,後降電路,,,
284,fallback method,後降方法,,,
285,falling edge,下降邊緣,下降沿 ,,
286,falling factorial,遞降階乘,,,
287,false add,無進位加,,,
288,false alarm,假警報,,,
289,false call,誤呼叫,,,
290,false calling,誤呼叫,,,
291,false code,假碼,,,
292,false code check,假碼檢查,,,
293,false color,假色,,,
294,false combination,假組合,,,
295,false contouring,假輪廓,,,
296,false dismissal,誤解除,,,
297,false drop,誤降；誤檢,誤檢 ,,
298,false error,假錯誤,,,
299,false exit,假出口,,,
300,false floor,假地板,活動地板 ,,
301,false host,假主機,,,
302,false identification,錯誤識別,,,
303,false input vector,假輸入向量,,,
304,false operation,假操作,,,
305,false output,假輸出,,,
306,false predicate,假述詞,,,
307,false proposition,假命題,,,
308,false repetition cycle,假重複循環,,,
309,false retrieval,假檢索,,,
310,false signal,錯誤信號,,,
311,false sorts,假分類,,,
312,false start,假起動,,,
313,false statement,假敘述,,,
314,false symbol,假符號,,,
315,false synchronization,假同步,,,
316,false-zero test,虛零測試,,,
317,Faltung,富爾東；褶積式,,,
318,Faltung integral,褶積,,,
319,Faltung theorem,褶積定理,,,
320,family,家族,,,
321,family chip,系列晶片,,,
322,family computer,系列計算機,,,
323,family of characteristics,特性族,,,
324,family of frame,框架族,,,
325,family of predicate,述詞族,,,
326,family of sets,集族,,,
327,family order representation,族次序表示法,,,
328,family program,族程式,,,
329,family structure,族結構,,,
330,family tree,族樹,,,
331,family-of-parts programming,部件類編程,部件類編程,,
332,FAMOS memory	,浮柵雪崩注入型金屬氧化物半導體記憶體,,,
333,fan,風扇,,,
334,fan antenna,扇形天線,,,
335,fan connector,風扇連接器,,,
336,fan control word,扇控制字,,,
337,fan folded form,扇摺形式,,,
338,fanfold,扇折,,,
339,fanfold paper,扇折紙；折疊式報表紙；折疊式記錄紙,扇折紙,,
340,fan-fold paper,扇折紙；折疊式報表紙；折疊式記錄紙,折疊[式打印]紙 ,,
341,fanfold printer,折疊紙式列印機,,,
342,Fangsong Ti,仿宋體,仿宋體 ,,
343,fan-in,扇入,扇入 ,,
344,fan-in and fan-out,扇入與扇出,,,
345,fan-in index,扇入指數,,,
346,fan-in	,扇入,,,
347,fanning strip,扇形條,,,
348,fan-out,扇出,扇出 ,,
349,fan-out argument,扇出引數,,,
350,fan-out branch,扇出分支,,,
351,fan-out capability,扇出能力,,,
352,fanout limit,扇出限制,扇出限制 ,,
353,fan-out line,扇出線,,,
354,fan-out modem,扇出數據機,,,
355,fan-out modular,扇出模組,扇出模塊 ,,
356,fan-out node,扇出節點,,,
357,fan-out observed output function	,扇出觀察輸出功能,,,
358,fan-out oriented test generation algorithm,扇出導向測試產生演算法,,,
359,fan-out source,扇出源,,,
360,fan-out stem,扇出幹,,,
361,fan-out	,扇出,,,
362,fan-out-free circuit,無扇出電路,,,
363,FAQ,常見問題,常見問題 ,,
364,far call,遠呼叫,,,
365,far end crosstalk attenuation,遠端串音衰減,,,
366,far end crosstalk	,遠端串音,,,
367,far end operated terminal echo suppressor,遠端操作的終端回音抑制器,,,
368,far infrared pointer package	,遠紅外線指標組件,,,
369,far jump,遠轉移,,,
370,far zone,遠區,,,
371,farad,法拉,,,
372,Faraday,法拉第,,,
373,Faraday (rotation) effect,法拉第旋轉效應,,,
374,Faraday effect,法拉第效應,,,
375,Faraday magneto-optical effect,法拉第磁光效應,,,
376,Faraday's law of electrolysis,法拉第電解定律,,,
377,Faraday's law of induction,法拉第感應定律,,,
378,Faraday's series,法拉第級數,,,
379,Far-east network	,遠東通信網路,,,
380,far-end coupled noise,遠端耦合雜訊,遠端耦合噪聲 ,,
381,fascicle,分冊,,,
382,fast access data storage,快速存取資料儲存器,,,
383,fast access disc subsystem	,快速存取磁碟子系統,,,
384,fast access memory parity error	,快速存取記憶體奇偶錯誤,,,
385,fast access memory	,快速存取記憶體,,,
386,fast access retrieval system,快存取檢索系統,,,
387,fast access storage,快速存取儲存（器）,,,
388,fast access storage technology	,快速存取儲存技術,,,
389,fast acting channel,快速動作通道,,,
390,fast addressing of virtual storage,虛擬儲存器快速定址,,,
391,fast algorithm,快速算法,,,
392,fast analysis of tape and recovery	,磁帶快速分析和恢復,,,
393,fast analysis of tape surfaces	,磁帶表面快速分析,,,
394,fast application of suffix tree,尾綴樹快速應用,,,
395,fast automatic gain control	,快速自動增益控制,,,
396,fast auxiliary memory	,快速輔助記憶體,,,
397,fast backward,快速倒帶,,,
398,fast binary Fourier representation transform,快速二進制傅里葉表示式變換,,,
399,fast bus,快速匯流排,,,
400,fast busy,快速忙,,,
401,fast carry iterative network,快速進位疊代網路；快速進位疊代網絡,,,
402,fast carry lookahead,快速進位預看,,,
403,fast coding,快速編碼,,,
404,fast coincidence circuit,快速符合電路,,,
405,fast comprehensive recovery,快速綜合恢復,,,
406,fast comprehensive restart,快綜合再啟動,,,
407,fast connect circuit switching,快連接電路交換,,,
408,fast connect dial circuit,快連接撥號電路,,,
409,fast copy data set program,快速複製資料集程式,,,
410,fast database access,快速資料庫存取,,,
411,fast digital processor	,快速數位處理機,,,
412,fast disk storage,快速磁碟儲存器,,,
413,fast dump restore	,快速傾印復原,,,
414,fast Ethernet,快速乙太網路,快速以太網 ,,
415,fast fading,快衰落,,,
416,fast FORTRAN processor	,快速FORTRAN處理器,,,
417,fast forward control,快速正向控制,,,
418,fast forward	,快速向前；快進,,,
419,fast Fourier transform implementation,快速傅立葉變換實施,,,
420,fast Fourier transform subroutine,快速傅立葉變換次常式,,,
421,fast Fourier transform	,快速傅立葉變換,,,
422,fast frequency hopping	,快速跳頻,,,
423,fast frequency shift keying	,快速頻移鍵控,,,
424,fast interline non activate automatic control	,快速隔行自動控制,,,
425,fast lens,快鏡,,,
426,fast library maintenance	,快速程式館維護,,,
427,fast linkage editor	,快速鏈接編輯器,,,
428,fast memory,快速記憶體,,,
429,fast message,快速訊息,快速消息 ,,
430,fast modem polling,快數據機輪詢,,,
431,fast multibit shifter,快速多位元移位器,,,
432,fast multiplier,快速乘法器,,,
433,fast multitasking operating,快速多任務操作,,,
434,fast page-mode RAM,快頁模式RAM,,,
435,fast parallel arithmetic,快平行算術,,,
436,fast path,快速路徑,,,
437,fast path dependent region,快速路徑相關區域,,,
438,fast path feature,快速路徑特徵,,,
439,fast path potential transaction,快速路徑潛在交易,,,
440,fast planarity algorithm,快速平面性算法,,,
441,fast program loading,快速程式載入,,,
442,fast queuing system	,快速排隊系統,,,
443,fast random enquiry display	,快速隨機詢問顯示；快速隨機查詢顯示,,,
444,fast reading electronic digitizer	,快讀式電子數化器,,,
445,fast register,快速暫存器,,,
446,fast release,快速釋放,,,
447,fast response,快速回應,,,
448,fast response time,快速回應時間,,,
449,fast retrieval storage,快速檢索儲存器,,,
450,fast return control,快速返回控制,,,
451,fast reverse,快速反向,,,
452,fast sampling tracking system,快速取樣追蹤系統,,,
453,fast screening,快速篩選,,,
454,fast search,快搜尋,,,
455,fast select,快速選擇；簡便通信,快速選擇 ,,
456,fast sequenced transport,快速依序傳送,快速有序運輸[協議] ,,
457,fast signal,快速信號,,,
458,fast state,快態,,,
459,fast storage,快速儲存；快速儲存（器）,,,
460,fast switch over,快速交換,,,
461,fast switching circuit,快速開關電路,,,
462,fast sync extend,快速同步擴充,,,
463,fast time constant,快速時間常數,,,
464,fast time constant circuit,快速時間常數電路,,,
465,fast time scale,快時標,,,
466,fast transient loader,快速暫態載入器,,,
467,fast turn around,快速周轉,,,
468,fast turn around batch system,快速周轉批次處理系統,,,
469,fast virtual export report,快速虛擬輸出報表；快速虛擬輸出報告,,,
470,fast Walsh transform	,快速沃爾什變換,,,
471,fast-back algorithm,快速返回算法,,,
472,fast-back parser,快返回剖析器,,,
473,fast-back top-down analysis,快速返回自上而下分析,,,
474,faster language translation system	,快速語言翻譯系統,,,
475,FAT,檔案配置表,文件分配表 ,,
476,fat link,粗鏈,,,
477,fat vector,寬向量,,,
478,fatal abort code,嚴重異常中止碼,,,
479,fatal error,嚴重錯誤,致命錯誤 ,,
480,fatal error message,嚴重錯誤訊息,,,
481,fatal message,嚴重訊息,,,
482,fatal monitor error,嚴重監視器錯誤,,,
483,fatbits,胖位元,,,
484,father,父；上層,,,
485,father chain,父鍊接,,,
486,father field,父欄位,,,
487,father file,父檔案,,,
488,father link,父鏈接,,,
489,father node,父節點,,,
490,father process,父過程,,,
491,father-son information,父子資訊,,,
492,fault,故障；過失,故障 ,,
493,fault analysis,故障分析,故障分析 ,,
494,fault avoidance,故障避免,避錯, *故障避免 ,,
495,fault avoidance technique,故障避免技術,,,
496,fault block,故障塊,,,
497,fault category,故障種類,故障類別 ,,
498,fault clearance,故障清除,,,
499,fault collapsing,故障解析,故障收縮 ,,
500,fault condition reported by drive,驅動器報告的故障情況,,,
501,fault confinement,故障禁閉,故障禁閉 ,,
502,fault confinement area,故障界線區,,,
503,fault containment,故障包容,故障包容 ,,
504,fault control,故障控制,,,
505,fault control office	,故障控制局,,,
506,fault correct,故障校正,,,
507,fault correction array,故障校正陣列,,,
508,fault coverage,故障範圍,,,
509,fault current,故障電流,,,
510,fault desk,故障台,,,
511,fault detect,故障檢測,,,
512,fault detection,故障檢測,故障檢測 ,,
513,fault diagnosis,故障診斷,故障診斷 ,,
514,fault diagnosis algorithm,故障診斷算法,,,
515,fault diagnosis of interconnection network,互連網路故障診斷,,,
516,fault diagnostic program,故障診斷程式,故障診斷程序 ,,
517,fault diagnostic routine,故障診斷常式,故障診斷例程 ,,
518,fault diagnostic test,故障診斷測試,故障診斷試驗 ,,
519,fault dictionary,故障字典,故障辭典 ,,
520,fault distinguish,故障區分,,,
521,fault dominace,故障支配,,,
522,fault dominance,故障支配,故障支配 ,,
523,fault dropping,故障排除,,,
524,fault effect,故障影響,,,
525,fault equivalence,故障等效,故障等效 ,,
526,fault finding,故障找尋,,,
527,fault finding procedure,故障尋找程序,,,
528,fault flag,故障旗標,,,
529,fault free,無故障,,,
530,fault freedom,故障無礙,,,
531,fault handling,故障處置,故障處理 ,,
532,fault indication device,錯失指示裝置,,,
533,fault indicator,故障指示器,,,
534,fault induced value,故障誘導值,,,
535,fault injection,故障注入,故障注入 ,,
536,fault insertion,故障插入,故障插入 ,,
537,fault inspecting manual book,故障檢查手冊,,,
538,fault isolation,故障隔離,故障隔離 ,,
539,fault isolation analysis routine	,故障隔離分析常式,,,
540,fault isolation checkout,故障隔離檢測,,,
541,fault isolation checkout system,故障隔離檢測系統,,,
542,fault isolation command,故障隔離命令,,,
543,fault isolation logic,故障隔離邏輯,,,
544,fault isolation mode,故障隔離模式,,,
545,fault isolation register,故障隔離暫存器,,,
546,fault isolation routine,故障隔離常式,,,
547,fault isolation test,故障隔離測試,,,
548,fault isolation test adaptor,故障隔離測試配接器,,,
549,fault kernel,故障核,,,
550,fault list,故障列表,,,
551,fault locating and reporting equipment	,故障定位與報告設備,,,
552,fault locating equipment,故障定位設備,,,
553,fault locating technology	,故障定位技術,,,
554,fault locating test	,故障定位測試,,,
555,fault locating unit	,故障定位裝置,,,
556,fault location,故障位置,故障定位 ,,
557,fault location and monitoring	,故障定位與監視,,,
558,fault location by interpretive testing	,解譯測試故障定位,,,
559,fault location indicator,故障位置指示器,,,
560,fault location panel,故障位置面板,,,
561,fault location problem,故障定位問題,,,
562,fault location program,故障位置程式,,,
563,fault location test,故障位置測試,,,
564,fault location testing,故障位置測試,故障定位測試 ,,
565,fault locatizer,故障點探測器,,,
566,fault locator,故障定位器,,,
567,fault masking,故障遮罩,故障屏蔽 ,,
568,fault matrix,故障矩陣,故障矩陣 ,,
569,fault model,故障模型,故障模型 ,,
570,fault modeling,故障模型化,,,
571,fault monitoring,故障監視,,,
572,fault network,故障網路,,,
573,fault occurred after rezeroing,重歸零後出現的故障,,,
574,fault occurred during seek,尋找過程中出現故障,,,
575,fault of balancing,平衡故障,,,
576,fault pattern,故障模式,,,
577,fault pattern sensitive,型樣敏感故障,,,
578,fault point,故障點,,,
579,fault potential,故障位勢,,,
580,fault probability,故障機率,,,
581,fault processing module,故障處理模組,,,
582,fault processor,故障處理機,,,
583,fault program sensitive,程式有感故障,,,
584,fault propagation,故障傳播,,,
585,fault rate,故障率,,,
586,fault rate threshold,錯失率定限,,,
587,fault recording,故障記錄,,,
588,fault report,故障報告,,,
589,fault section,故障區段,,,
590,fault secure,故障保障,,,
591,fault secure circuit,故障安全電路,故障安全電路 ,,
592,fault seeding,故障播種,故障撒播 ,,
593,fault self-detection capabilities,故障自檢出能力,,,
594,fault signal,故障信號,,,
595,fault signaling,故障發信號,,,
596,fault signature,故障表徵,故障特征 ,,
597,fault simulated language,故障模擬語言,,,
598,fault simulation,故障模擬,故障模擬 ,,
599,fault simulation comparator,故障模擬比較器,,,
600,fault simulator,故障模擬器,,,
601,fault source,故障來源,,,
602,fault state,故障狀態,,,
603,fault symptom code,故障徵兆碼,,,
604,fault symptom index,故障徵兆索引,,,
605,fault system usage,故障系統使用,,,
606,fault tag,故障標籤,,,
607,fault test generation,故障測試產生,,,
608,fault testing,故障測試,故障測試 ,,
609,fault threshold,故障定限,,,
610,fault time,故障時間,故障時間 ,,
611,fault tolerance,故障容許度,,,
612,fault tolerance computer,容錯電腦,,,
613,fault tolerant,容錯,,,
614,fault tolerant approach,容錯法,,,
615,fault tolerant clocking system,容錯計時系統,,,
616,fault tolerant communication architecture,容錯通信架構,,,
617,fault tolerant computer	,容錯計算機,,,
618,fault tolerant computing,容錯計算,,,
619,fault tolerant computing system,容錯計算系統,,,
620,fault tolerant concept,容錯概念,,,
621,fault tolerant control system,容錯控制系統,,,
622,fault tolerant design,容錯設計,,,
623,fault tolerant design technique,容錯設計技術,,,
624,fault tolerant distributed processing,容錯分散式處理,,,
625,fault tolerant distributed system,容錯分散式系統,,,
626,fault tolerant fax,容錯傳真,,,
627,fault tolerant gate,容錯閘,,,
628,fault tolerant local area network,容錯區域網路,,,
629,fault tolerant logic,容錯邏輯,,,
630,fault tolerant memory simulator,容錯記憶體模擬器,,,
631,fault tolerant memory systems,容錯記憶體系統,,,
632,fault tolerant microprocessor system,容錯微處理機系統,,,
633,fault tolerant multicomputer system,容錯多計算機系統,,,
634,fault tolerant multiprocessor system,容錯多處理機系統,,,
635,fault tolerant network,容錯網路,,,
636,fault tolerant operating system,容錯作業系統,,,
637,fault tolerant routing algorithm,容錯選路演算法,,,
638,fault tolerant software,容錯軟體,,,
639,fault tolerant system,容錯系統,,,
640,fault tolerant system evaluation,容錯系統評估,,,
641,fault tolerant system modeling,容錯系統模型化,,,
642,fault tolerant technique,容錯技術,,,
643,fault trace,故障追蹤,,,
644,fault treatment,故障處置,,,
645,fault tree,故障樹,,,
646,fault tree analysis,故障樹分析,故障樹分析 ,,
647,fault verification,故障驗證,,,
648,fault-coverage,故障範圍,故障覆蓋 ,,
649,fault-coverage rate,故障範圍比率,故障覆蓋率 ,,
650,fault-free,無故障,無故障 ,,
651,fault-location problem,故障定位問題,故障定位問題 ,,
652,fault-tolerance,容錯,容錯 ,,
653,fault-tolerant computer,容錯計算機,容錯計算機 ,,
654,fault-tolerant computing,容錯計算,容錯計算 ,,
655,fault-tolerant control,容錯控制,容錯控制 ,,
656,faulty block,故障塊,,,
657,faulty coverage ratio,故障覆蓋率,,,
658,faulty functional block,故障功能塊,,,
659,faulty line,故障線路,,,
660,faulty section,故障區段,,,
661,faulty signaling link,故障信號鏈,,,
662,favored execution option,優惠執行選項,,,
663,fax,傳真,,,
664,fax computer,傳真計算機,,,
665,fax service,傳真服務,,,
666,FCA,功能組態稽核,功能性配置審計 ,,
667,FCB,檔案控制區塊；檔案控制段,文件控制塊 ,,
668,F-conversion,F轉換,,,
669,FCS,現場匯流排控制系統,現場總線控制系統 ,,
670,FCS,框檢查順序,幀檢驗序列 ,,
671,FDD,軟式磁碟驅動機,軟盤驅動器, *軟驅 ,,
672,FDDI,光纖分散式資料介面；光纖分散式數據介面,光纖分布式數據接口 ,,
673,FEA,有限元素分析,有限元分析 ,,
674,feasibility,可行性,可行性 ,,
675,feasibility analysis,可行性分析,,,
676,feasibility study,可行性研究,可行性研究 ,,
677,feasible basis,可行基底,,,
678,feasible computability,可行計算性,,,
679,feasible constraint,可行約束,,,
680,feasible direction,可行方向,,,
681,feasible flow,可行流程,,,
682,feasible ideal system target	,可行理想系統目標,,,
683,feasible sequence,可行序列,,,
684,feasible solution,可行解,可行解 ,,
685,feasible structure,可行結構,,,
686,feasible system,可行系統,,,
687,feasible vertex label,可行頂點標號,,,
688,feature,特徵,特征 ,,
689,feature analysis,特徵分析,,,
690,feature argument,特徵引數,,,
691,feature checking,核對特徵,,,
692,feature code,特徵代碼,,,
693,feature coding,特徵編碼,特征編碼 ,,
694,feature contour,特徵輪廓,特征輪廓 ,,
695,feature deduction,特徵演繹,,,
696,feature definition language	,特徵定義語言；特性定義語言,,,
697,feature detection,特徵檢測,特征檢測 ,,
698,feature extraction,特徵抽取,特征提取 ,,
699,feature extraction classification,特徵抽取分類,,,
700,feature extraction method,特徵抽取法,,,
701,feature extractor,特徵萃取器,,,
