編號,原文,臺灣用語,大陸用語,其他用語,
675,electronic robot,電子機器人,,,
676,electronic scale,電子度量,,,
677,electronic scanning radar,電子掃瞄雷達,,,
678,electronic search,電子搜尋,,,
679,electronic secretary,電子秘書,,,
680,electronic security,電子安全,,,
681,electronic serial digital computer,電子串列數位電腦,,,
682,electronic service,電子服務,電子服務 ,,
683,electronic signal,電子信號,,,
684,electronic signaling system,電子發信系統,,,
685,electronic signature,電子簽章,電子簽名 ,,
686,electronic slide rule,電子滑尺,,,
687,electronic speech recognition,電子語音辨識,,,
688,electronic spreadsheet,電子試算表,,,
689,electronic spreadsheet package,電子試算表軟體,,,
690,electronic spreadsheet software,電子試算表軟體,,,
691,electronic statistical machine,電子統計機,,,
692,electronic stencil,電子模板,,,
693,electronic storage device,電子儲存裝置,,,
694,electronic storage element,電子儲存元件,,,
695,electronic store information system,電子儲存資訊系統,,,
696,electronic stylus,電子尖筆,,,
697,electronic surveillance,電子監視,電子監視 ,,
698,electronic surveillance equipment,電子監視設備,,,
699,electronic sweep generator,電子拂掠產生器,,,
700,electronic switch system,電子開關系統,,,
701,electronic switch,電子開關,,,
702,electronic switching center,電子交換中心,,,
703,electronic switching programming language,電子交換程式設計語言,,,
704,electronic switching system control,電子交換系統控制,,,
705,electronic switching system flow chart,電子交換系統流程圖,,,
706,electronic switching system,電子交換系統,,,
707,electronic systems simulator,電子系統模擬器,,,
708,electronic table calculator,電子桌上計算器,,,
709,electronic telegraph switching system,電子式電報交換系統,,,
710,electronic teletype exchange,電子式電傳打字交換,,,
711,electronic test equipment,電子測試設備,,,
712,electronic text transfer,電子本文傳送,,,
713,electronic timing,電子時序,,,
714,electronic timing set,電子計時裝置,,,
715,electronic translator,電子翻譯器,,,
716,electronic tutor,電子教導,,,
717,electronic typing calculator,電子打字計算器,,,
718,electronic typing system,電子打字系統,,,
719,electronic viewfinder,電子尋視器,,,
720,electronic visual-auditory training aid,電子視聽訓練輔助,,,
721,electronic volt,電子伏特,,,
722,electronic warfare,電子戰,,,
723,electronic warfare computer,電子戰計算機,,,
724,electronic warning system,電子警告系統,,,
725,electronical integration assembly,電子積體組合,,,
726,electronics,電子學,,,
727,electronic-to-optical transducer,電光轉換器,,,
728,electro-optic coefficient,電光係數,,,
729,electro-optic crystal storage,電光晶體儲存器,,,
730,electro-optic deflection,電光偏轉,,,
731,electro-optic effect,電光效應,,,
732,electro-optic frequency response,電光頻率回應,,,
733,electro-optic phase modulation,電光相位調變,,,
734,electro-optic transmitter,電光傳輸器,,,
735,electro-optic,電光的,,,
736,electro-optical alignment unit,電光調正單元,,,
737,electro-optical deflector,電光偏轉器,,,
738,electro-optical effect,電光效應,,,
739,electro-optical system,電光系統,,,
740,electro-optical system design,電光系統設計,,,
741,electrophotographic printer,電子照像列印機,電子照相印刷機 ,,
742,electrophotographic printing,電子照像列印,,,
743,electrophotographic process,電子照像處理,,,
744,electrophotography,電子照像術,,,
745,electroplated film disk,電鍍薄膜磁碟,電鍍膜盤, *電鍍薄膜磁盤 ,,
746,electroplated film head,電鍍薄膜磁頭,,,
747,electroplating,電鍍,,,
748,electroplating bath,電鍍槽,,,
749,electropneumatic controller,電子氣動控制器,,,
750,electropolish,電拋光,,,
751,electroscope,驗電器,,,
752,electrosensitive matrix printer,電敏式矩陣列印機,,,
753,electrosensitive paper,電敏紙,,,
754,electrosensitive printer,電敏式列印機,,,
755,electrosensitive recording,電敏式記錄,,,
756,electrostatic accumulator,靜電累加器,,,
757,electrostatic adhesion,靜電粘附力,,,
758,electrostatic bonding,靜電焊接,,,
759,electrostatic cathode-ray tube,靜電陰極射線管,,,
760,electrostatic charge,靜電電荷,,,
761,electrostatic deflection,靜電偏轉,,,
762,electrostatic discharge,靜電放電,,,
763,electrostatic document copying machine,靜電文件複製機,,,
764,electrostatic effect,靜電效應,,,
765,electrostatic field,靜電場,,,
766,electrostatic field interference,靜電場干擾,,,
767,electrostatic focusing,靜電聚焦,,,
768,electrostatic image,靜電影像,,,
769,electrostatic latent image,靜電潛像,,,
770,electrostatic loudspeaker,靜電揚聲器,,,
771,electrostatic memory,靜電記憶體,,,
772,electrostatic memory tube,靜電記憶管,,,
773,electrostatic plotter,靜電繪圖器,靜電繪圖機 ,,
774,electrostatic printer,靜電列印機,靜電印刷機 ,,
775,electrostatic printing,靜電列印,,,
776,electrostatic printing head,靜電列印頭,,,
777,electrostatic record paper,靜電記錄紙,,,
778,electrostatic recording,靜電記錄,,,
779,electrostatic recording paper,靜電記錄紙,,,
780,electrostatic reproduction,靜電再製,,,
781,electrostatic screen,靜電螢幕,,,
782,electrostatic separator,靜電分離器,,,
783,electrostatic shield,靜電屏蔽,,,
784,electrostatic storage,靜電儲存,靜電存儲器,,
785,electrostatic storage tube,靜電儲存管,,,
786,electrostatic storage unit,靜電儲存單元,,,
787,electrostatic voltmeter,靜電電壓表,,,
788,electrostatic wattmeter,靜電瓦特計,,,
789,electrostatic writing head,靜電錄寫頭,,,
790,electrostatics,靜電學,,,
791,electrostriction,電伸縮,,,
792,electrostrictive,電伸縮,,,
793,electrostrictive effect,電伸縮效應,,,
794,electrothermal printer,電熱式列印機,,,
795,electrothermal recording,電熱記錄,,,
796,electrothermic print,電熱列印,,,
797,electrothermic printer,電熱式列印機,,,
798,electro-visual system,電子視訊系統,,,
799,electrowriter,電子打字機,,,
800,element,元件；元素,,,
801,element ,元素（在集合中）,,,
802,element address,元件位址,,,
803,element AND,AND元件,,,
804,element area,元件區域,,,
805,element count,元素計數,,,
806,element descriptor,元件描述符,,,
807,element entry,元件項,,,
808,element error rate,元件錯誤率,,,
809,element expression,元件表式,,,
810,element field,元件欄,,,
811,element field description statement,元件欄位描述敘述,,,
812,element group,元件群,,,
813,element ID,元件識別,,,
814,element interleaving,元件交插,,,
815,element library,元件庫,零件庫 ,,
816,element list,元素表,,,
817,element NAND,NAND元件,,,
818,element NOR,NOR元件,,,
819,element number,元件號碼,,,
820,element occurrence rank,元件出現秩,,,
821,element OR,OR元件,,,
822,element position,元件位置,,,
823,element processor,元件處理機,,,
824,element size,元件大小,,,
825,element string,元件字列,,,
826,element variable,元素變數,,,
827,element with distributed parameters,分散參數元件,,,
828,element with lumped parameters,集總參數元件,,,
829,elemental,基本,,,
830,elemental algorithm,基本演算法,,,
831,elemental cable section,基本電纜截面,,,
832,elemental form,基本形式,,,
833,elemental network,基本網路,,,
834,elemental standard data system,基本標準資料系統,,,
835,elemental term,基本項,,,
836,elemental work,基本工作,,,
837,elementary,初等；基本,,,
838,elementary arithmetic,基本算術,,,
839,elementary Boolean matrix,基本布林矩陣,,,
840,elementary chain,基本鍊,,,
841,elementary closure property,基本封閉性質,,,
842,elementary component,基本分量,,,
843,elementary condition,基本條件,,,
844,elementary contraction,基本收縮,,,
845,elementary cycle,基本週期,,,
846,elementary data item,基本資料項,,,
847,elementary data type,基本資料類型,,,
848,elementary field,基本欄位,,,
849,elementary homomorphism,基本同態,,,
850,elementary instruction,基本指令,,,
851,elementary item,基本項,,,
852,elementary matrix,基本矩陣,,,
853,elementary net system,基本網路系統,基本網系統 ,,
854,elementary network,基本網路,,,
855,elementary object,基本目標,,,
856,elementary operation,基本操作,,,
857,elementary path,基本路徑,,,
858,elementary sentence,基本句子,,,
859,elementary statistics,初級統計學,,,
860,elementary user,基本用戶,,,
861,ELEPHANT,ELEPHANT語言,,,
862,elevated electrode integrated circuit,高架電極積體電路,,,
863,elevated floor,高架地板,活動地板 ,,
864,elevation angle,仰角,,,
865,elevation computer,高度計算機,,,
866,elevation scanning,仰角掃瞄,,,
867,elevator seeking,垂直式尋找,,,
868,eleven punch,十一孔,,,
869,eleven's complement check digit,11的補數檢查位元,,,
870,eleven-unit code,11單位碼,,,
871,elide,省略,,,
872,elidible hypernotion,可省的超概念,,,
873,elidible process,可省處理,,,
874,eligible,合格；入選,,,
875,eligible list,入選表,,,
876,eliminate,消除,,,
877,eliminating bad block,刪除壞塊,,,
878,eliminating dead assignments,刪除無用指定值,,,
879,elimination factor,刪除因數,,,
880,elimination major element method,主元素消去法,,,
881,elimination method,刪除法,,,
882,elimination of common subexpression,刪除公用副表式,,,
883,elimination of tautologies,同義字的刪除,,,
884,elimination of unknowns,未知數消去法,,,
885,elimination technique,刪除技術,,,
886,eliminator,刪除器,,,
887,elite,elite字型,,,
888,ellipse,橢圓形,,,
889,ellipsis,省略,,,
890,elliptic curve cryptosystem,橢圓曲線密碼系統,橢圓曲線密碼體制 ,,
891,elliptical orbitation,橢圓軌道,,,
892,else,否則,,,
893,else clause,否則子句,,,
894,else if statement,否則若敘述,,,
895,else if symbol,否則若符號,,,
896,else if-block,否則若塊,,,
897,else operation,否則運算,,,
898,else process,否則處理,,,
899,else rule,否則規則,,,
900,else statement,否則敘述,,,
901,else symbol,否則符號,,,
902,else-block,否則塊,,,
903,e-mail,電子郵件,電子郵件, *電子函件 ,,
904,e-mail address,電子郵件地址,電子郵件地址, *電子函件地址 ,,
905,e-mail alias,電子郵件別名,電子郵件別名 ,,
906,emanation,發射,發射 ,,
907,emanation security,發射安全,,,
908,emanation,發射,,,
909,embed,嵌入,,,
910,embeddable,可嵌入,,,
911,embeddable chain,可嵌入鍊,,,
912,embedded,嵌式,,,
913,embedded blanks,嵌式空白,,,
914,embedded code,嵌式碼,,,
915,embedded command,嵌式命令,嵌入命令,,
916,embedded compiler,嵌式編譯器,,,
917,embedded computer,嵌式電腦,嵌入式計算機 ,,
918,embedded computer system,嵌式電腦系統,,,
919,embedded conductor,嵌式導體,,,
920,embedded controller,嵌式控制器,嵌入式控制器 ,,
921,embedded environment,嵌式環境,,,
922,embedded format control,嵌式格式控制,,,
923,embedded head,嵌式頭,,,
924,embedded hyphen,嵌式連字符,,,
925,embedded interface,嵌式介面,,,
926,embedded interpreter,嵌式解譯器,,,
927,embedded key,嵌式鍵,,,
928,embedded language,嵌式語言,嵌入式語言 ,,
929,embedded linker directive,嵌式鏈接程式指引,,,
930,embedded Markov process,嵌式馬可夫處理,,,
931,embedded multivalue dependency,嵌式多值相依,,,
932,embedded pointer,嵌式指標,,,
933,embedded ruler,嵌式尺,,,
934,embedded SCSI,嵌式SCSI,,,
935,embedded sentence,嵌式句子,,,
936,embedded servo,嵌式伺服,嵌入伺服 ,,
937,embedded software,內建軟體,嵌入式軟件 ,,
938,embedded space,嵌式空間,,,
939,embedded SQL,嵌式SQL語言,嵌入式SQL語言 ,,
940,embedded structure,嵌式結構,,,
941,embedded switch,嵌式開關,,,
942,embedded system,嵌式系統,,,
943,embedded system design,嵌式系統設計,,,
944,embedded testing,嵌式測試,,,
945,embedded text control,嵌式正文控制,,,
946,embedded track zero sensing,嵌式零磁軌感測,,,
947,embedded variable-length pointer,嵌式變數長度指標,,,
948,embedding,嵌入,,,
949,embedding mapping,嵌入對映,,,
950,embody,補充,,,
951,embossed plate printer,凸版刻印機,,,
952,embossment,隆起,,,
953,embracing,包圍,,,
954,embracing grammar,包圍文法,,,
955,E-media,電子媒體,電子媒體 ,,
956,emergency action,緊急動作,,,
957,emergency button,緊急按鈕,應急按鈕 ,,
958,emergency call,緊急呼叫,,,
959,emergency category,緊急類別,,,
960,emergency communication net,緊急通信網,,,
961,emergency communication terminal,緊急通信終端機,,,
962,emergency communications,緊急通信,,,
963,emergency detection system,緊急檢測系統,,,
964,emergency equipment,緊急設備,,,
965,emergency exchange,緊急交換,,,
966,emergency exit,緊急出口,,,
967,emergency interconnection,緊急互連,,,
968,emergency key,緊急鍵,,,
969,emergency maintenance,緊急維護,應急維修 ,,
970,emergency maintenance time,緊急維護時間,,,
971,emergency maintenance,緊急維護,,,
972,emergency message automatic transmission system,緊急訊息自動傳輸系統,,,
973,emergency mobile communication,緊急移動通信,,,
974,emergency mode,緊急模式,,,
975,emergency network,緊急網路,,,
976,emergency operation,緊急操作,,,
977,emergency operations system,緊急操作系統,,,
978,emergency plan,緊急計畫,應急計划 ,,
979,emergency power,緊急電力切斷,,,
980,emergency power cut off,緊急電力切斷,,,
981,emergency power off,緊急斷電,,,
982,emergency power supply,緊急電力供應,,,
983,emergency program,緊急處理程式,,,
984,emergency proving period,緊急求證期間,,,
985,emergency requirement,緊急需求,,,
986,emergency route,緊急路線,,,
987,emergency set,緊急裝置,,,
988,emergency signal,緊急信號,,,
989,emergency signal alarm,緊急信號警報（器）,,,
990,emergency stop indicator,緊急停止指示器,,,
991,emergency switch,緊急開關,緊急開頭 ,,
992,emergency treatment,緊急處置,,,
993,emergency,備用；緊急,,,
994,emergency-off,緊急斷電,緊急斷電 ,,
995,emergent ray,緊急射線,,,
996,emission,放射,,,
997,emission bandwidth,發射頻寬,,,
998,emission designator,放射指定符,,,
999,emission law,放射定律,,,
1000,emission policy,放射政策,,,
1001,emission security,放射安全,,,
1002,emissivity,放射率,,,
1003,emit,放射,,,
1004,emit data,放射資料,,,
1005,emit field,放射場,,,
1006,emit instruction,放射指令,,,
1007,emit instruction debugging,放射指令除錯,,,
1008,emittance,放射,,,
1009,emitted electron energy,放射電子能,,,
1010,emitter,射極；發射器,,,
1011,emitter character,射極字元,,,
1012,emitter coupled logic,射極耦合邏輯,射極耦合邏輯 ,,
1013,emitter cut off current,射極截止電流,,,
1014,emitter digit,射極數位,,,
1015,emitter dotting,射極接點,發射極點接 ,,
1016,emitter follower,射極隨動器,,,
1017,emitter function logic,射極功能邏輯,,,
1018,emitter half-time,射極半週期,,,
1019,emitter junction diode,射極連接二極體,,,
1020,emitter leg,射極接腳,,,
1021,emitter pull down resistor,射極下拉電阻,發射極下拉電阻 ,,
1022,emitter pulse,射極脈波,,,
1023,emitter selective digit,射極選擇數位,,,
1024,emitter terminal,射極終端機,,,
1025,emitter time constant,射極時間常數,,,
1026,emitter-coupled cell,射極耦合單元,,,
1027,emitter-coupled logic,射極耦合邏輯,,,
1028,emitter-emitter coupled logic,射極對射極耦合邏輯,,,
1029,emoticon,情緒圖標,情感符號 ,,
1030,emotion icon,情緒圖標,,,
1031,emotion modeling,情緒模型化,情感建模 ,,
1032,emphasis,增強,,,
1033,emphasis circuit,增強電路,,,
1034,emphasis network,增強網路,,,
1035,emphatic form,增強形式,,,
1036,empiric function generator,經驗函數產生器,,,
1037,empirical calculation,經驗計算,,,
1038,empirical distribution,經驗分配,,,
1039,empirical documentation,經驗文件,,,
1040,empirical law,經驗法則,經驗法則 ,,
1041,empirical system,經驗系統,經驗系統 ,,
1042,emplacement,定位,,,
1043,employee badge number,員工識別證號碼,,,
1044,employee number,員工號碼,,,
1045,employee shift override,員工班次置換,,,
1046,employeer rate override,員工比率置換,,,
1047,employer identification code,雇主識別碼,,,
1048,emptied,已清除,,,
1049,emptiness,空集,,,
1050,emptiness problem,空集問題,,,
1051,empty argument,空引數,,,
1052,empty band,空帶,,,
1053,empty class,空類,,,
1054,empty clause,空子句,,,
1055,empty descriptor,空描述符,,,
1056,empty descriptor segment,空描述符段,,,
1057,empty entry,空登錄,,,
1058,empty field,空白欄位,,,
1059,empty file,空檔案,,,
1060,empty function,空函數,,,
1061,empty graph,空圖,,,
1062,empty list,空表,,,
1063,empty medium,空媒體,空媒體,,
1064,empty metamember,空元成員,,,
1065,empty page,空頁,,,
1066,empty position,空位置,,,
1067,empty production,空生產,,,
1068,empty queue,空佇列,,,
1069,empty record,空記錄,,,
1070,empty relation,空關係,,,
1071,empty segment,空段,,,
1072,empty sentence,空句子,,,
1073,empty sequence,空序列,,,
1074,empty set,空集；空集合,空集 ,,
1075,empty slot,空槽,,,
1076,empty space,空白空間,,,
1077,empty stack,空堆疊,空棧 ,,
1078,empty statement,空敘述,,,
1079,empty status,空狀態,,,
1080,empty store,空儲存器,,,
1081,empty string,空字串,,,
1082,empty substitution,空替代,,,
1083,empty symbol,空符號,,,
1084,empty tape,空帶,,,
1085,empty time slot,空時間槽,,,
1086,empty word,空字,,,
1087,empty,空,,,
1088,emulate,仿真,,,
1089,emulate system architecture,仿真系統架構,,,
1090,emulated control unit,仿真控制單元,,,
1091,emulated executive,仿真執行程式,,,
1092,emulation,仿真；模倣,仿真 ,,
1093,emulation command,仿真命令,,,
1094,emulation computer,仿真計算機,,,
1095,emulation job,仿真工件,,,
1096,emulation mode,仿真模式,,,
1097,emulation package,仿真套裝軟體,,,
1098,emulation program,仿真程式,,,
1099,emulation programming,仿真程式設計,,,
1100,emulation sensing processor,仿真感測處理機,,,
1101,emulation system organization,仿真系統組織,,,
1102,emulation technique,仿真技術,,,
1103,emulation terminal,仿真終端機,仿真終端 ,,
1104,emulational language,仿真語言,,,
1105,emulator,仿真器,仿真器, *仿真程序 ,,
1106,emulator board,仿真器板,,,
1107,emulator command,仿真器命令,,,
1108,emulator control mode,仿真器控制模式,,,
1109,emulator debug,仿真器除錯,,,
1110,emulator job,仿真器工件,,,
1111,emulator machine language,仿真器機器語言,,,
1112,emulator mode,仿真器模式,,,
1113,emulator section,仿真器區段,,,
1114,emulator system,仿真器系統,,,
1115,emulator system architecture,仿真器系統架構,,,
1116,emulator trap code,仿真器陷阱碼,,,
1117,emulator trap instruction,仿真器陷阱指令,,,
1118,emulator trap processing code,仿真器陷阱處理碼,,,
1119,emulator trap processor,仿真器陷阱處理機,,,
1120,emulator trap,仿真器陷阱,,,
1121,emulsion,乳劑,,,
1122,emulsion-laser storage,乳劑雷射儲存（器）,,,
1123,en dash,短破折號,,,
1124,enable,賦能,激活, *使能 ,,
1125,enable channel,賦能通道,,,
1126,enable condition,賦能條件,,,
1127,enable gate,賦能閘,,,
1128,enable input,賦能輸入,,,
1129,enable interrupt instruction,賦能中斷指令,,,
1130,enable interrupt,允許中斷；賦能中斷,,,
1131,enable logic,賦能邏輯,,,
1132,enable module,賦能模組,,,
1133,enable output,允許輸出,,,
1134,enable position,賦能位置,,,
1135,enable presentation,賦能顯示,,,
1136,enable printer,接通列印機,,,
1137,enable register,賦能暫存器,,,
1138,enable secondary command,允許輔助命令,,,
1139,enable signal,賦能信號,,,
1140,enable state,賦能狀態,,,
1141,enable statement,賦能敘述,,,
1142,enable the time-of-day clock,啟動日曆鐘,,,
1143,enable word,賦能字,,,
1144,enabled,允許；已賦能,,,
1145,enabled condition,允許條件,,,
1146,enabled interrupt,允許中斷,,,
1147,enabled interruption,允許中斷,,,
1148,enabled module,允許模組,,,
1149,enabled page fault,允許頁面錯失,,,
1150,enabled state,允許狀態,,,
1151,enabled transition,允許變遷,,,
1152,enablement,允許；實現,,,
1153,enabling,賦能,,,
1154,enabling count memory,賦能計數記憶體,,,
1155,enabling counting,賦能計數,,,
1156,enabling signal,賦能信號,,,
1157,enamel covered wire,漆包線,,,
1158,enamel covering,漆包,,,
1159,enamel insulated wire,漆絕緣線,,,
1160,enamelled cable,漆包電纜,,,
1161,enblock,整體,,,
1162,encapsulated data type,囊封資料類型,,,
1163,encapsulated discrete modules,囊封離散模組,,,
1164,encapsulated postscript,囊封幕後排版,,,
1165,encapsulated program,囊封程式,,,
1166,encapsulated type,囊封類型,,,
1167,encapsulating security,囊封安全,打包安全 ,,
1168,encapsulation,封閉；封裝,封裝 ,,
1169,encapsulation construct,封裝構造,,,
1170,encapsulation technology,封裝技術,,,
1171,encapsulation testing,封裝測試,,,
1172,encipher,加密；編碼,,,
1173,enciphered data,加密資料,,,
1174,enciphered facsimile communication,加密傳真通信,,,
1175,enciphered telephony,加密電話,,,
1176,encipherer,加密器；編碼器,,,
1177,enciphering key,加密鍵,,,
1178,encipherment,加密,加密 ,,
1179,enclose,封閉,,,
1180,enclosure,外殼,,,
1181,encode address,編碼位址,,,
1182,encode circuit,編碼電路,,,
1183,encode control,編碼控制,,,
1184,encode control microprogram,編碼控制微程式,,,
1185,encode control microprogramming,編碼控制微程式設計,,,
1186,encode data,編碼資料,,,
1187,encode group,編碼組,,,
1188,encode input,編碼輸入,,,
1189,encode key,編碼鍵,,,
1190,encode model,編碼模型,,,
1191,encode procedure,編碼程序,,,
1192,encode processor,編碼處理機,,,
1193,encode statement,編碼敘述,,,
1194,encode table,編碼表,,,
1195,encode,編碼,,,
1196,encode/decode conversion,編碼／解碼轉換,,,
1197,encoded abstract,編碼摘要,,,
1198,encoded control,編碼控制,,,
1199,encoded fields,編碼欄位,,,
1200,encoded image,編碼影像,,,
1201,encoded information type,編碼資訊型式,,,
1202,encoded mode,編碼模式,,,
1203,encoded point,編碼點,,,
1204,encoded question,編碼問題,,,
1205,encoded recording,編碼記錄,,,
1206,encoded Turing machine,編碼杜林機,,,
1207,encoder,編碼器,編碼器 ,,
1208,encoder ambiguity,編碼器歧義,,,
1209,encoder group,編碼器組,,,
1210,encoder matrix,編碼器矩陣,,,
1211,encoder mode,編碼器模式,,,
1212,encoder output,編碼器輸出,,,
1213,encoder programming language,編碼器程式設計語言,,,
1214,encoding,編碼,,,
1215,encoding by bit,按位元編碼,,,
1216,encoding by group,按組編碼,,,
1217,encoding device,編碼裝置,,,
1218,encoding key,編碼鍵,,,
1219,encoding law,編碼定律,,,
1220,encoding matrix,編碼矩陣,,,
1221,encoding method,編碼方法,編碼方法 ,,
1222,encoding microinstruction,編碼微指令,,,
1223,encoding model,編碼模型,,,
1224,encoding of Chinese characters,中文字元編碼,,,
1225,encoding operation,編碼操作,,,
1226,encoding pack,編碼包,,,
1227,encoding phase relationship,編碼相位關係,,,
1228,encoding rate,編碼率,,,
1229,encoding rule,編碼規則,,,
1230,encoding scheme,編碼方案,編碼方案,,
1231,encoding strip,編碼條,,,
1232,encompass system,包圍系統,,,
1233,Encore,恩可程式,,,
1234,encrypt,加密,,,
1235,encrypted circuit,加密電路,,,
1236,encrypted message,密文,,,
1237,encrypted message part,密文部分,,,
1238,encrypted voice,加密語音,,,
1239,encrypting key,加密關鍵碼；加密鍵,,,
1240,encryption,暗碼化；資料加密；保護碼,加密 ,,
1241,encryption algorithm,加密演算法,,,
1242,encryption based protection protocol,加密保護協定,,,
1243,encryption check bit,密碼核對位元,,,
1244,encryption device,加密裝置,,,
1245,encryption equipment,加密設備,,,
1246,encryption key,加密鍵,,,
1247,encryption protocol,加密協定,,,
1248,encryption standard,加密標準,,,
1249,encryption technique,加密技術,,,
1250,end,端；結束,,,
1251,end address,結束位址,,,
1252,end around,端迴,,,
1253,end around borrow,循環借位；端迴借位,,,
1254,end around carry shift,端迴進位移位,,,
1255,end around carry,端迴進位,,,
1256,end around shift,端迴移位,,,
1257,end around shift register,端迴移位暫存器,,,
1258,end bit,結束位元,,,
1259,end branch,末端分支,,,
1260,end byte counter,結束位元組計數器,,,
1261,end closing figures,最終結帳數字,,,
1262,end column,結束行,,,
1263,END command,結束命令,,,
1264,end communication layer,結束通訊層,,,
1265,end condition,結束條件,,,
1266,end connector,末端連接器,,,
1267,end control,結束控制,,,
1268,end crossfire,末端串擾,,,
1269,end crosstalk,末端串音,,,
1270,end data symbol,結束資料符號,,,
1271,end date,結束日期,,,
1272,end directive,結束指引,,,
1273,end distortion,終端失真；結束失真,,,
1274,end DO,結束DO,,,
1275,end dump,結束傾印,,,
1276,end edge,末端邊緣,,,
1277,end effector,末端執行器,,,
1278,end eigenvalue,端點特徵值,,,
1279,end equipment,末端設備,,,
1280,end external application,結束外部應用程式,,,
1281,end file,結束檔案,,,
1282,end file command,結束檔案命令,,,
1283,end file condition,結束檔案條件,,,
1284,end file label,結束檔案標號,,,
1285,end file record,結束檔案記錄,,,
1286,end file specifier,結束檔案說明符,,,
1287,end file statement,結束檔案敘述,,,
1288,end IF,結束IF（敘述）,,,
1289,end if statement,結束若敘述,,,
1290,END instruction,END指令,,,
1291,end instruction,結束指令,,,
1292,end instrument,終端儀器,,,
1293,end interruption sequence,結束中斷序列,,,
1294,end item,最終項目,,,
1295,end item allocation document,最終項目配置文件；最終產品配置文件,,,
1296,end item where-used,最終項目用途,,,
1297,end key,結束鍵,,,
1298,end leading,前端,,,
1299,END line,END列,,,
1300,end line,結束列,,,
1301,end link,末端鏈接,,,
1302,end macro,結束巨集,,,
1303,end mark,結束標示,,,
1304,end marked network,結束標示網路,,,
1305,end marker,結束標誌,,,
1306,end marking control,結束標示控制,,,
1307,end node,（終）端節點,,,
1308,end of address code,位址結束碼,,,
1309,end of address,位址結束,,,
1310,end of block character,塊結束字元,,,
1311,end of block,塊結束,,,
1312,end of bracket,括號結束,,,
1313,end of chain indicator,鍊尾指示器,,,
1314,end of chain,鍊尾；鏈尾,,,
1315,end of character,字元結束,,,
1316,end of code,碼結束,,,
1317,end of conversion,轉換結束,,,
1318,end of data file,資料檔案結束,,,
1319,end of data marker,資料結束標誌,,,
1320,end of data,資料尾,,,
1321,end of day,日結束,,,
1322,end of extent,範圍結束,,,
1323,end of field marker,欄位結束標誌,,,
1324,end of file character,檔尾字元,,,
1325,end of file code,檔案結束碼,,,
1326,end of file indicator,檔案結束指示器；檔尾指示符,,,
1327,end of file label,檔案結束標號,,,
1328,end of file mark,檔案結束標示,,,
1329,end of file symbol,檔案結束符號,,,
1330,end of file,檔案結束；檔尾,,,
1331,end of group indicator,組結束指示器,,,
1332,end of inquiry,詢問結束；查詢結束,,,
1333,end of job indicator,工件結束指示器,,,
1334,end of job processing,工件結束處理,,,
1335,end of job,工作結束,,,
1336,end of life,壽命終止,,,
1337,end of line block,行段結束,,,
1338,end of line indicator,列結束指示符,,,
1339,end of line,行末位置；列尾；行結束,,,
1340,end of list,串列結束,,,
1341,end of logical tape,邏輯磁帶結束,,,
1342,end of magnetic tape,磁帶結束,,,
1343,end of medium character,媒體結束字元；媒體終止字元,,,
1344,end of message character,信息結束字元,,,
1345,end of message check,訊息結束核對,,,
1346,end of message code,訊息結束碼；信息結束碼,,,
1347,end of message indicator,信息結束指示器,,,
1348,end of message,信息結束；訊息結束,,,
1349,end of mission,任務結束,,,
1350,end of operation,運算結束,,,
1351,end of page indicator,頁結束指示符,,,
1352,end of page,頁結束,,,
1353,end of polling,輪詢結束,,,
1354,end of procedure division,程序結束部門,,,
1355,end of program,程式結束,,,
1356,end of query,查詢結束,,,
1357,end of record,記錄結束,,,
1358,end of reel marker,捲盤結束標誌,,,
1359,end of reel routine,捲盤結束常式,,,
1360,end of reel,捲盤結束,,,
1361,end of run routine,運行常式結束,,,
1362,end of run,運行結束,,,
1363,end of scanning,掃瞄結束,,,
1364,end of screen,螢幕結束,,,
1365,end of segment indicator,段結束指示器,,,
1366,end of segment,段結束,,,
1367,end of selection character,選擇結束字元,,,
1368,end of sequence,序列結束,,,
1369,end of tape hole,磁帶結束孔,,,
1370,end of tape mark,磁帶結束標示,,,
1371,end of tape marker,磁帶結束標誌,,,
1372,end of tape,磁帶結束,,,
1373,end of task exit routine,任務結束跳出常式,,,
1374,end of test,測試結束,,,
1375,end of text character,本文終止字元,,,
1376,end of text transmission control character,正文傳輸控制字元結束,,,
1377,end of text,本文結束；文末,,,
1378,end of transmission block character,傳輸塊結束字元；傳送資料段終止字元,,,
1379,end of transmission block,傳輸塊結束；傳輸結束段,,,
1380,end of transmission character,傳輸結束字元；傳送終止字元,,,
1381,end of transmission,傳輸結束,,,
1382,end of volume label,卷結束標號,,,
1383,end of volume,卷結束,,,
1384,end of word,字結束,,,
1385,end office,端末局,,,
1386,end packet,包結束,,,
1387,end page condition,頁結束條件,,,
1388,end pages,結束頁,,,
1389,end paragraph name,結束段名,,,
1390,end parameter,結束參數,,,
1391,end point,終點；末端；端點,,,
1392,end point analysis,端點分析,,,
1393,end point control,端點控制,,,
1394,end point control problem,端點控制問題,,,
1395,end point detector,端點檢測器,,,
1396,end point encoding,端點編碼,端點編碼 ,,
1397,end point indicator,端點指示器,,,
1398,end point node,末端節點；端部結點,,,
1399,end point subport,末端子埠,,,
1400,end position,結束位置,,,
1401,end position node,結束位置節點,,,
1402,end printing,末端列印,,,
1403,end product,最終產品,,,
1404,END program,結束程式,,,
1405,end pseudo instruction,結束偽指令,,,
