系統編號,英文名稱,中文名稱,圖片,更新時間
2411651,programmable array logic，PAL,可程式陣列邏輯,,2015-09-11
2411652,programmable asynchronous dual line adapter，PADLA,可程式異步雙線配接器,,2015-09-11
2411653,programmable asynchronous line adapter，PASLA,可程式異步線配接器,,2015-09-11
2411654,programmable automatic comparator，PAC,可程式自動比較器,,2015-09-11
2411655,programmable automatic function tester，PAFT,可程式自動功能測試器,,2015-09-11
2411656,programmable automatic testing，PAT,可程式自動測試,,2015-09-11
2411657,programmable automatic transistor tester，PATT,可程式自動電晶體測試器,,2015-09-11
2411658,programmable automation,可程式自動化,,2015-09-11
2411659,programmable breakpoint,可程式的斷點,,2015-09-11
2411660,programmable calculator,可程式計算器,,2015-09-11
2411661,programmable channel termination group，PCTG,可程式通道終止組，可程式通道終接組,,2015-09-11
2411662,programmable character generator，PCG,可程式字元產生器,,2015-09-11
2411663,programmable circuit processor，PCP,可程式電路處理機,,2015-09-11
2411664,programmable clock,可程式規劃時鐘,,2015-09-11
2411665,programmable communication interface，PCI,可程式通信介面,,2015-09-11
2411666,programmable communications interfact,可程式規劃通信介面,,2015-09-11
2411667,programmable concentrators,可程式規劃集訊器,,2015-09-11
2411668,programmable control computer,可程式控制電腦,,2015-09-11
2411669,programmable control unit，PCU,可程式控制單元,,2015-09-11
2411670,programmable controller capability,可程式規劃控制器能力,,2015-09-11
2411671,programmable controller characteristics,可程式規劃控制器特性,,2015-09-11
2411672,programmable controller input,可程式規劃控制器輸入,,2015-09-11
2411673,programmable controller，PC,可程式控制器,,2015-09-11
2411674,Programmable Data Control Unit,可程式資料控制單元,,2015-09-11
2411675,programmable data controller，PDC,可程式數據控制器,,2015-09-11
2411676,programmable data logger,可程式規劃資料自動錄誌器,,2015-09-11
2411677,programmable data system，PDS,可程式資料系統,,2015-09-11
2411678,programmable data terminal，PDT,可程式資料終端,,2015-09-11
2411679,programmable delay unit，PDU,可程式延遲單元,,2015-09-11
2411680,programmable desk calculator，PDC,可程式桌上計算器,,2015-09-11
2411681,programmable diagnostic unit，PDU,可程式診斷單元,,2015-09-11
2411682,programmable digital controller，PDC,可程式數位控制器,,2015-09-11
2411683,programmable digital logic，PDL,可程式數位邏輯,,2015-09-11
2411684,programmable DMA controller,可程式規劃直接記憶接達控制器,,2015-09-11
2411685,programmable extension package，PEP,可程式擴充軟體包,,2015-09-11
2411686,programmable frequency generator，PFG,可程式頻率產生器,,2015-09-11
2411687,programmable front end processor，PFEP,可程式前端處理機,,2015-09-11
2411688,programmable function key,可程式規劃功能鍵,,2015-09-11
2411689,programmable graphics processor，PGP,可程式圖形處理機,,2015-09-11
2411690,programmable input buffer，PIB,可程式輸入緩衝,,2015-09-11
2411691,programmable input-output chip,可程式規劃輸入－輸出晶片,,2015-09-11
2411692,programmable input/output，PIO,可程式輸入輸出,,2015-09-11
2411693,programmable integrated processor，PIP,可程式整合處理機,,2015-09-11
2411694,programmable interface unit,可程式規劃介面單位大型積體裝置,,2015-09-11
2411695,programmable interrupt controller，PIC,可程式中斷控制器,,2015-09-11
2411696,programmable interval timer，PIT,可程式間隔計時器,,2015-09-11
2411697,programmable keyboard display，PKD,可程式鍵盤顯示,,2015-09-11
2411698,programmable LEID,可程式的 LEID,,2015-09-11
2411699,programmable line adapter，PLA,可程式線配接器,,2015-09-11
2411700,programmable logic,可程式規劃邏輯,,2015-09-11
2411701,programmable logic array，PLA,可程式邏輯陣列,,2015-09-11
2411702,programmable logic controller，PLC,可程式邏輯控制器,,2015-09-11
2411703,programmable logic control，PLC,可程式邏輯控制,,2015-09-11
2411704,programmable logic device，PLD,可程式邏輯裝置,,2015-09-11
2411705,programmable logic spectrum,可程式規劃邏輯分譜,,2015-09-11
2411706,programmable logic types,可程式規劃邏輯型式,,2015-09-11
2411707,programmable manipulator,可程式調處器,,2015-09-11
2411708,programmable matched filter，PMF,可程式匹配過濾器,,2015-09-11
2411709,programmable memory,可程式規劃記憶器,,2015-09-11
2411710,programmable message sign,可程式訊息記號,,2015-09-11
2411711,programmable multiplexer，PMUX,可程式多工器,,2015-09-11
2411712,programmable multiuse chaining channel,可程式多用途鍊接通道,,2015-09-11
2411713,programmable peripheral circuit,可程式週邊電路,,2015-09-11
2411714,programmable peripheral devices,可程式週邊裝置,,2015-09-11
2411715,programmable peripheral interface,可程式規劃週邊介面,,2015-09-11
2411716,programmable peripheral interface unit，PPIU,可程式週邊介面單元,,2015-09-11
2411717,programmable point-of-sale terminal,可程式規劃銷售點終端機,,2015-09-11
2411718,programmable protocol interface board，PPIB,可程式協定介面板,,2015-09-11
2411719,programmable read-only memories mask processing,可程式唯讀記憶體遮罩處理,,2015-09-11
2411720,programmable read-only memory，PROM,可程式唯讀記憶體,,2015-09-11
2411721,programmable remote display terminal,可程式規劃遙程顯示終端機,,2015-09-11
2411722,programmable remote operation,可程式遠程操作,,2015-09-11
2411723,programmable storage,可程式規劃儲存器,,2015-09-11
2411724,programmable terminal,可程式的終端機,,2015-09-11
2411725,programmable timer,可程式計時器,,2015-09-11
2411726,programmable transmission control unit,可程式規劃傳輸控制單元,,2015-09-11
2411727,programmable workstation,可程式工作站,,2015-09-11
2411728,programmatics,程式規劃學,,2015-09-11
2411729,programmble calculators,可程式規劃計算器,,2015-09-11
2411730,programmed access security system，PASS,程控存取保密系統，程控存取保全系統,,2015-09-11
2411731,programmed automatic circuit evaluator and recorder，PACER,程控自動電路評估記錄器,,2015-09-11
2411732,programmed automatic circuit tester，PACT,程控自動電路測試器,,2015-09-11
2411733,programmed automatic communication equipment，PACE,程控自動通信設備,,2015-09-11
2411734,programmed automatic welding system，PAWS,程控自動焊接系統,,2015-09-11
2411735,programmed check,程控核對,,2015-09-11
2411736,programmed communications support program，PCSP,程控通信支援程式,,2015-09-11
2411737,programmed control,程式控制,,2015-09-11
2411738,programmed control sequencer，PCS,程控定序器,,2015-09-11
2411739,programmed controlled interruption flag,程控中斷旗標,,2015-09-11
2411740,programmed cryptographic facility，PCF,程控加密設施,,2015-09-11
2411741,programmed data processor-11,程控資料處理器-11,,2015-09-11
2411742,programmed data processor，PDP,程控資料處理器,,2015-09-11
2411743,programmed decision,程控決策,,2015-09-11
2411744,programmed dump,程式規劃傾印,,2015-09-11
2411745,programmed editor and automated resources for learning，PEARL,學習用程控編輯和自動化資源,,2015-09-11
2411746,programmed environment,程控環境,,2015-09-11
2411747,programmed film reader，PFR,程控軟片閱讀機,,2015-09-11
2411748,programmed frequency amplitude modulation，PFAM,程控頻率振幅調變,,2015-09-11
2411749,programmed function key,程控功能鍵,,2015-09-11
2411750,programmed gain control，PGC,程控增益控制,,2015-09-11
2411751,programmed halt,程控停機,,2015-09-11
2411752,programmed I/O transfers,程式規劃輸出入轉移,,2015-09-11
2411753,programmed image control,程控影像控制,,2015-09-11
2411754,programmed input-output,程式規劃輸出入,,2015-09-11
2411755,programmed input/output channel,程式規劃輸出入通道,,2015-09-11
2411756,programmed input/output instructions,程式規劃輸出入指令,,2015-09-11
2411757,programmed input/output，PIO,程控輸入輸出,,2015-09-11
2411758,programmed inquiry learning/teaching，PILOT,程控詢問學習／教學,,2015-09-11
2411759,programmed instruction，PI,程控指令,,2015-09-11
2411760,programmed integrated control equipment，PICE,程控整合控制設備,,2015-09-11
2411761,programmed interconnection process，PIP,程控互連過程,,2015-09-11
2411762,programmed interrupt request vector，PIRV,程控中斷請求向量,,2015-09-11
2411763,programmed IO,程控IO,,2015-09-11
2411764,programmed language based enquiry system,程控語言為基的詢問系統,,2015-09-11
2411765,programmed learning aid，PLAID,程式教學輔助,,2015-09-11
2411766,programmed learning，PL,程式學習，學習編程,,2015-09-11
2411767,programmed level,程控等級,,2015-09-11
2411768,programmed logic,程控邏輯,,2015-09-11
2411769,programmed logic controller，PLC,程控邏輯控制器,,2015-09-11
2411770,programmed logic for automatic teaching operations，PLATO,自動教學用程控邏輯,,2015-09-11
2411771,programmed marginal check,程控邊際核對,,2015-09-11
2411772,programmed multiline computer，PMLC,程控多線計算機,,2015-09-11
2411773,programmed numerical control，PNC,程控數值控制,,2015-09-11
2411774,programmed operators,程控運算子,,2015-09-11
2411775,programmed operators system,程式規劃操作員系統,,2015-09-11
2411776,programmed patch board，PPB,程控插線板,,2015-09-11
2411777,programmed reliability in design engineering，PRIDE,設計工程的程控可靠性,,2015-09-11
2411778,programmed request,程控請求,,2015-09-11
2411779,programmed station stopping,程控停車；程式化停車,,2015-09-11
2411780,programmed stop,程控停止,,2015-09-11
2411781,programmed switch,程控開關,,2015-09-11
2411782,programmed symbol load,程控符號載入,,2015-09-11
2411783,programmed symbol set attribute,程控符號集屬性,,2015-09-11
2411784,programmer,程式設計師，程式員,,2015-09-11
2411785,programmer access code，PAC,程式師存取碼,,2015-09-11
2411786,programmer analyst,程式分析師,,2015-09-11
2411787,programmer aptitude competence test system，PACTS,程式員能力考核系統,,2015-09-11
2411788,programmer aptitude tester，PAT,程式員性向測試器,,2015-09-11
2411789,programmer aptitude test，PAT,程式員性向測試,,2015-09-11
2411790,programmer brain damage,人為錯誤,,2015-09-11
2411791,programmer check,程式師核對,,2015-09-11
2411792,programmer console,程式員控制台,,2015-09-11
2411793,programmer control panel,程式師控制面板,,2015-09-11
2411794,Programmer Error Correction,程式師改誤,,2015-09-11
2411795,programmer expertise,程式設計師專業知識,,2015-09-11
2411796,programmer job,程式設計師工作,,2015-09-11
2411797,programmer logical unit,程式器邏輯單位,,2015-09-11
2411798,programmer number,程式員號碼,,2015-09-11
2411799,programmer panel,程式員面板,,2015-09-11
2411800,programmer subsystem,程式員子系統,,2015-09-11
2411801,programmer tools,程式設計器工具(微處理機),,2015-09-11
2411802,programmer unit,程式設計器單位,,2015-09-11
2411803,programmer version,程式員版本,,2015-09-11
2411804,programmer's hierarchical interactive graphics standard，PHIGS,程式師階層交談式圖形標準,,2015-09-11
2411805,programmer's interface，PI,程式員介面,,2015-09-11
2411806,programmer's manual,程式設計師的手冊,,2015-09-11
2411807,programmer's workbench,程式員工作台,,2015-09-11
2411808,programmer-defined macro,程式師界定的巨指令,,2015-09-11
2411809,programmer/duplicator,程式設計器／複製器,,2015-09-11
2411810,programmers aid in debugging，PAID,程式員除錯輔助,,2015-09-11
2411811,programmer`s hierarchical interactive graphics system,程式設計師階層式交互圖形系統,,2015-09-11
2411812,Programmer’s Hierarchical Interactive Graphics System,程式設計者階層互動式圖形系統,,2015-09-11
2411813,programming,程式設計，規劃，程式,,2015-09-11
2411814,programming accessories,規劃附件,,2015-09-11
2411815,programming aid software system，PASS,程式設計輔助軟體系統,,2015-09-11
2411816,programming algorithm,程式設計演算法,,2015-09-11
2411817,programming audit,規劃審計,,2015-09-11
2411818,programming automatic,自動規劃,,2015-09-11
2411819,programming by prompting,提示式規劃,,2015-09-11
2411820,programming compatibility,規劃相容性,,2015-09-11
2411821,programming control panel,程式設計控制面板,,2015-09-11
2411822,programming cost,規劃成本,,2015-09-11
2411823,programming environment,程式設計環境,,2015-09-11
2411824,programming flowchart,程式設計流程圖,,2015-09-11
2411825,programming fluid,提神飲料,,2015-09-11
2411826,programming in logic，PROLOG,邏輯程式設計語言，PROLOG語言,,2015-09-11
2411827,programming instructions,程式設計指令,,2015-09-11
2411828,programming job,程式設計工件,,2015-09-11
2411829,programming language,程式設計語言，程式規劃語言,,2015-09-11
2411830,programming language committee，PLC,程式設計語言委員會,,2015-09-11
2411831,programming language database，PL/DB,程式設計語言資料庫,,2015-09-11
2411832,programming language extension,程式設計語言延伸,,2015-09-11
2411833,programming language for automatic checkout equipment，PLACE,自動檢測設備用的程式設計語言,,2015-09-11
2411834,programming language for interactive teaching，PLANIT,交談教學用程式設計語言,,2015-09-11
2411835,programming language for microprocessors，PL/M,微處理機用程式設計語言,,2015-09-11
2411836,programming language generations,程式設計語言演化,,2015-09-11
2411837,programming language-1，PL/1,PL/1程式語言,,2015-09-11
2411838,programming language/edit，PL/E,程式設計語言編輯,,2015-09-11
2411839,programming language/systems,PL/S 語言(IBM產品),,2015-09-11
2411840,programming linguistics,程式設計語言學,,2015-09-11
2411841,programming logic,程式設計邏輯,,2015-09-11
2411842,programming manager,程式規劃管理人；程式設計經理,,2015-09-11
2411843,programming methodology,程式設計方法論,,2015-09-11
2411844,programming model,程式設計模型,,2015-09-11
2411845,programming module,程式設計模組,,2015-09-11
2411846,programming skill,程式設計技巧,,2015-09-11
2411847,programming specification,程式設計規格,,2015-09-11
2411848,programming stage,程式設計階段,,2015-09-11
2411849,programming style,程式設計式樣,,2015-09-11
2411850,programming support environment,程式設計支援環境,,2015-09-11
2411851,programming system,程式設計系統，程式系統,,2015-09-11
2411852,programming techniques,程式設計技術,,2015-09-11
2411853,programming terminology,規劃術語,,2015-09-11
2411854,programming theory,程式設計理論,,2015-09-11
2411855,programming tool,程式設計工具,,2015-09-11
2411856,programming transformation,程式設計變換,,2015-09-11
2411857,programming transparency,程式設計透通性,,2015-09-11
2411858,program， evaluation and review technique,計劃評核術,,2015-09-11
2411859,progress,進展,,2015-09-11
2411860,progress bar control,進度列控制項；進度條控件,,2015-09-11
2411861,progress control,進展控制,,2015-09-11
2411862,progress report,進展報告,,2015-09-11
2411863,Progress software,Progress 資料庫軟體公司,,2015-09-11
2411864,progressive burning,連續燒製,,2015-09-11
2411865,progressive coding,遞增編碼,,2015-09-11
2411866,progressive granulation,連續研磨,,2015-09-11
2411867,progressive JPEG,改進的 JPEG檔案格式,,2015-09-11
2411868,progressive offset track,遞增偏置磁軌,,2015-09-11
2411869,progressive overflow,累進溢出,,2015-09-11
2411870,progressive proofs,演色稿樣,,2015-09-11
2411871,progressive rendering,進步轉列,,2015-09-11
2411872,progressive scan,前進的掃瞄,,2015-09-11
2411873,progressive stress test,遞增應力測試,,2015-09-11
2411874,progressive/sequential coding,遞增／順序編碼,,2015-09-11
2411875,progrram address counter,程式位址計數器,,2015-09-11
2411876,project,專案,,2015-09-11
2411877,project and component manipulation objects,專案及元件調控物件,,2015-09-11
2411878,project assurance,專案保證,,2015-09-11
2411879,Project Athena,Athena 專案,,2015-09-11
2411880,project control,專案控制,,2015-09-11
2411881,project control plan，PCP,專案控制計畫,,2015-09-11
2411882,project control system，PCS,專案控制系統,,2015-09-11
2411883,project definition,專案定義,,2015-09-11
2411884,project definition and planning，PDEP,專案定義與計劃,,2015-09-11
2411885,project development team,專案開發團隊,,2015-09-11
2411886,project director,專案導引器,,2015-09-11
2411887,project evaluation,專案評估,,2015-09-11
2411888,project evaluation and review technique network,專案評估與查核技術網路,,2015-09-11
2411889,project evaluation and review technique/cost,專案評估與查核技術／成本,,2015-09-11
2411890,project evaluation and review technique，PERT,專案評估與查核技術，計畫評核術,,2015-09-11
2411891,project file,專案檔,,2015-09-11
2411892,Project Financing,專案融資,,2015-09-11
2411893,project for the advancement of coding techniques，PACT,高級寫碼技術方案,,2015-09-11
2411894,Project Guardian,Guardian 專案,,2015-09-11
2411895,project information,專案訊息；專案資訊,,2015-09-11
2411896,project management,專案管理,,2015-09-11
2411897,Project Management Body of Knowledge,專案管理知識體,,2015-09-11
2411898,project management software,專案管理軟體,,2015-09-11
2411899,project management system,專案管理系統,,2015-09-11
2411900,project manager,計畫經理；專案經理,,2015-09-11
2411901,project notebook,專案筆記簿,,2015-09-11
2411902,project number,專案號碼,,2015-09-11
2411903,project operation,專案作業,,2015-09-11
2411904,project organization,專案組織,,2015-09-11
2411905,project plan,專案計畫,,2015-09-11
2411906,project planning,專案規劃,,2015-09-11
2411907,project programmer number，PPN,專案程式師號碼,,2015-09-11
2411908,project property,專案特性,,2015-09-11
2411909,project schedule,專案進度表,,2015-09-11
2411910,project specification,專案規格,,2015-09-11
2411911,Project X,X 專案 ( 昇陽公司的XML編譯器開發),,2015-09-11
2411912,projected balance,推演餘額,,2015-09-11
2411913,projected display，PD,投影式顯示器,,2015-09-11
2411914,projected life,使用期限,,2015-09-11
2411915,projected load,推演載入,,2015-09-11
2411916,projected reality,投影實體,,2015-09-11
2411917,projected service outage,計畫服務中斷,,2015-09-11
2411918,projectile,發射體,,2015-09-11
2411919,projectile impact sensitivity,發射體撞擊靈敏度,,2015-09-11
2411920,projecting,投影,,2015-09-11
2411921,projection,投影，推演,,2015-09-11
2411922,projection attribute,投映屬性,,2015-09-11
2411923,projection join mapping,投影結合映像,,2015-09-11
2411924,projection operation,投影操作,,2015-09-11
2411925,projection panel,投影面板,,2015-09-11
2411926,projection plane,投影平面,,2015-09-11
2411927,projection report,推演報告,,2015-09-11
2411928,projective transformation,投影變換,,2015-09-11
2411929,projector,投影機,,2015-09-11
2411930,PRojects IN Controlled Environments,受控環境中專案,,2015-09-11
2411931,ProLiant,ProLiant 電腦,,2015-09-11
2411932,Prolog,Prolog程式語言,,2015-09-11
2411933,prolog,導言，序幕,,2015-09-11
2411934,prologue,導言，序幕,,2015-09-11
2411935,prologue level,導言層次,,2015-09-11
2411936,PROM monitor,可程式化唯讀記憶體監視器,,2015-09-11
2411937,PROM programmer,PROM程式器,,2015-09-11
2411938,prominent discrete tone,主要離散音調,,2015-09-11
2411939,promiscuous mode,雜亂模式,,2015-09-11
2411940,promise of value,價值的保證,,2015-09-11
2411941,promissory note,本票，期票,,2015-09-11
2411942,promo,促銷,,2015-09-11
2411943,promotion,促銷,,2015-09-11
2411944,promotion history,促銷歷史,,2015-09-11
2411945,promotional spot,促銷點,,2015-09-11
2411946,prompt,候答訊號，提示號，提示符號，提示字元,,2015-09-11
2411947,prompt area,提示區,,2015-09-11
2411948,prompt facility,提示功能,,2015-09-11
2411949,prompt string,提示字串,,2015-09-11
2411950,prompter,提示,,2015-09-11
2411951,prompting,提示,,2015-09-11
2411952,prompting expression,提示表式,,2015-09-11
2411953,prompting screen,提示螢幕,,2015-09-11
2411954,prong,接腳，叉尖,,2015-09-11
2411955,pronouncer,發音器,,2015-09-11
2411956,proof,證明,,2015-09-11
2411957,proof ammunition,彈藥防護,,2015-09-11
2411958,proof finding program,證明找尋程式,,2015-09-11
2411959,proof list,證明列表,,2015-09-11
2411960,proof of correctness,正確性之證明,,2015-09-11
2411961,proof of delivery,遞送證明,,2015-09-11
2411962,proof of delivery service,遞送服務的證明,,2015-09-11
2411963,proof of forgery algorithm,偽造演算法證明,,2015-09-11
2411964,proof of identity,識別證明,,2015-09-11
2411965,proof of origin,來源證明,,2015-09-11
2411966,proof of program correctness,程式正確性証明,,2015-09-11
2411967,proof of submission,送件證明,,2015-09-11
2411968,proof of submission service,送件證明服務,,2015-09-11
2411969,proof of transfer,轉移證明,,2015-09-11
2411970,proof of transport,傳送證明,,2015-09-11
2411971,proof of transport service,傳送證明服務,,2015-09-11
2411972,proof pressure,耐壓力的,,2015-09-11
2411973,proof strategy,證明策略,,2015-09-11
2411974,proof theory,證明理論,,2015-09-11
2411975,proof total,核符總計,,2015-09-11
2411976,proof tree,證明樹,,2015-09-11
2411977,proofreader,校對員,,2015-09-11
2411978,proofreaders marks,校對符號,,2015-09-11
2411979,proofreading system,接對系統,,2015-09-11
2411980,prop,不作用個體,,2015-09-11
2411981,propaganda,宣傳,,2015-09-11
2411982,propaganda shell,宣傳外殼；宣傳機殼,,2015-09-11
2411983,propagate,傳播,,2015-09-11
2411984,propagate an exception,傳播異常,,2015-09-11
2411985,propagated error,傳播誤差,,2015-09-11
2411986,propagated forecast,延伸預測,,2015-09-11
2411987,propagated requirement,延伸需求,,2015-09-11
2411988,propagating,傳播,,2015-09-11
2411989,propagating system,繁殖系統,,2015-09-11
2411990,propagation,傳播,,2015-09-11
2411991,propagation agent,傳播代理者,,2015-09-11
2411992,propagation agent dispatcher,傳播代理者配送器,,2015-09-11
2411993,propagation backscatter,傳播反向散射,,2015-09-11
2411994,propagation delay,傳播延遲，傳導延遲,,2015-09-11
2411995,propagation error,傳播誤差,,2015-09-11
2411996,propagation server,傳播伺服器,,2015-09-11
2411997,propagation time,傳播時間，幅射時間,,2015-09-11
2411998,propane,丙烷,,2015-09-11
2411999,propellant,推進燃料,,2015-09-11
2412000,propellant actuated device,推進燃料啟動裝置,,2015-09-11
2412001,propellant composite,合成推進燃料,,2015-09-11
2412002,propellant double base,雙基推進燃料,,2015-09-11
2412003,propellant explosive,推進燃料炸藥,,2015-09-11
2412004,propeller key,特徵鍵,,2015-09-11
2412005,propelling charge,推進燃料電荷,,2015-09-11
2412006,proper,正常；固有,,2015-09-11
2412007,proper coloring,適當著色,,2015-09-11
2412008,proper divisor,真除數,,2015-09-11
2412009,proper motion,常態運動,,2015-09-11
2412010,proper notice,適當之程序通知,,2015-09-11
2412011,proper self-defense,正當防衛,,2015-09-11
2412012,proper subset,真子集,,2015-09-11
2412013,proper subset symbol,真子集符號,,2015-09-11
2412014,properties collection,特性集合,,2015-09-11
2412015,properties list,特性清單,,2015-09-11
2412016,properties window,特性視窗,,2015-09-11
2412017,property,性質，財產,,2015-09-11
2412018,property and liability information system，PALIS,財產與負債資訊系統,,2015-09-11
2412019,property array,特性陣列,,2015-09-11
2412020,property array index,特性陣列索引,,2015-09-11
2412021,property browser,特性瀏覽器,,2015-09-11
2412022,property detector,性質檢測器,,2015-09-11
2412023,property frame,特性框,,2015-09-11
2412024,property list,性質串列,,2015-09-11
2412025,property set,特性集,,2015-09-11
2412026,property set procedure,特性集程序,,2015-09-11
2412027,property sheet,特性工作表；性質表單,,2015-09-11
2412028,property sort,性質排序,,2015-09-11
2412029,property type,特性類型,,2015-09-11
2412030,proportion,比例,,2015-09-11
2412031,proportional,比例,,2015-09-11
2412032,proportional amplifier,比例放大器,,2015-09-11
2412033,proportional band，PB,比例帶,,2015-09-11
2412034,proportional control,比例控制,,2015-09-11
2412035,proportional counter，PC,比例計數器,,2015-09-11
2412036,proportional font,比例字型,,2015-09-11
2412037,proportional gain,比例增益,,2015-09-11
2412038,proportional integral and differential action,比例積分微分作用,,2015-09-11
2412039,proportional integral and differential，PID,比例積分與微分,,2015-09-11
